PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Redemann, J; Turco, RP; Liou, KN; Russell, PB; Bergstrom, RW; Schmid, B; Livingston, JM; Hobbs, PV; Hartley, WS; Ismail, S; Ferrare, RA; Browell, EV				Redemann, J; Turco, RP; Liou, KN; Russell, PB; Bergstrom, RW; Schmid, B; Livingston, JM; Hobbs, PV; Hartley, WS; Ismail, S; Ferrare, RA; Browell, EV			Retrieving the vertical structure of the effective aerosol complex index of refraction from a combination of aerosol in situ and remote sensing measurements during TARFOX	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																													2169-897X					APR 27	2000	105	D8					9949	9970		10.1029/1999JD901044								WOS:000086658600014						
J	Koudil, M; Charrassin, JB; Le Maho, Y; Bost, CA				Koudil, M; Charrassin, JB; Le Maho, Y; Bost, CA			Seabirds as monitors of upper-ocean thermal structure. King penguins at the Antarctic polar front, east of Kerguelen sector	COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE III-SCIENCES DE LA VIE-LIFE SCIENCES																													0764-4469					APR	2000	323	4					377	384		10.1016/S0764-4469(00)00144-X								WOS:000086740500005	10803349					
J	Hester, MW; Mendelssohn, IA				Hester, MW; Mendelssohn, IA			Long-term recovery of a Louisiana brackish marsh plant community from oil-spill impact: vegetation response and mitigating effects of marsh surface elevation	MARINE ENVIRONMENTAL RESEARCH																													0141-1136					APR	2000	49	3					233	254		10.1016/S0141-1136(99)00071-9								WOS:000086053200003	11285728					
J	Flamant, C; Pelon, J; Chazette, P; Trouillet, V; Quinn, PK; Frouin, R; Bruneau, D; Leon, JF; Bates, TS; Johnson, J; Livingston, J				Flamant, C; Pelon, J; Chazette, P; Trouillet, V; Quinn, PK; Frouin, R; Bruneau, D; Leon, JF; Bates, TS; Johnson, J; Livingston, J			Airborne lidar measurements of aerosol spatial distribution and optical properties over the Atlantic Ocean during a European pollution outbreak of ACE-2	TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY																Bates, Timothy/L-6080-2016; Quinn, Patricia/R-1493-2016	Quinn, Patricia/0000-0003-0337-4895												0280-6509					APR	2000	52	2					662	677		10.1034/j.1600-0889.2000.00083.x								WOS:000087147900031						
J	Shen, CY; Fusina, RA; Shay, LK				Shen, CY; Fusina, RA; Shay, LK			An assessment of local coastal dynamics observed with high-frequency radar	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																													0148-0227					MAR 15	2000	105	C3					6517	6530		10.1029/1999JC900326								WOS:000085882400015						
J	Yi, DH; Minster, JB; Bentley, CR				Yi, DH; Minster, JB; Bentley, CR			The effect of ocean tidal loading on satellite altimetry over Antarctica	ANTARCTIC SCIENCE																	Minster, Jean Bernard/0000-0003-1268-5177												0954-1020					MAR	2000	12	1					119	124										WOS:000086625500015						
J	Gerstoft, P; Gingras, DF; Rogers, LT; Hodgkiss, WS				Gerstoft, P; Gingras, DF; Rogers, LT; Hodgkiss, WS			Estimation of radio refractivity structure using matched-field array processing	IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION																Gerstoft, Peter/B-2842-2009	Gerstoft, Peter/0000-0002-0471-062X												0018-926X					MAR	2000	48	3					345	356		10.1109/8.841895								WOS:000086890300001						
J	Bendix, J				Bendix, J			Precipitation dynamics in Ecuador and northern Peru during the 1991/92 El Nino: a remote sensing perspective	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161					FEB 15	2000	21	3					533	548		10.1080/014311600210731								WOS:000084754100008						
J	Metzner, M; Gade, M; Hennings, I; Rabinovich, AB				Metzner, M; Gade, M; Hennings, I; Rabinovich, AB			The observation of seiches in the Baltic Sea using a multi data set of water levels	JOURNAL OF MARINE SYSTEMS																													0924-7963					FEB	2000	24	1-2					67	84		10.1016/S0924-7963(99)00079-2								WOS:000085858900005						
J	Eleveld, MA; Blok, ST; Bakx, JPG				Eleveld, MA; Blok, ST; Bakx, JPG			Deriving relief of a coastal landscape with aerial video data	INTERNATIONAL JOURNAL OF REMOTE SENSING																Eleveld, Marieke/H-3374-2013	Eleveld, Marieke/0000-0002-1669-6327												0143-1161	1366-5901				JAN 10	2000	21	1					189	195		10.1080/014311600211082								WOS:000084681600015						
J	Singer, BC; Harley, RA				Singer, BC; Harley, RA			A fuel-based inventory of motor vehicle exhaust emissions in the Los Angeles area during summer 1997	ATMOSPHERIC ENVIRONMENT																Harley, Robert/C-9177-2016	Harley, Robert/0000-0002-0559-1917												1352-2310						2000	34	11					1783	1795		10.1016/S1352-2310(99)00358-1								WOS:000086195400011						
J	Kolev, I; Skakalova, T; Grigorov, I				Kolev, I; Skakalova, T; Grigorov, I			Lidar measurement of the aerosol extinction profile in Black Sea coastal zone	ATMOSPHERIC ENVIRONMENT																													1352-2310						2000	34	22					3813	3822		10.1016/S1352-2310(00)00095-9								WOS:000088448800015						
J	Wu, S; Liu, A; Leonard, G; Pichel, WG				Wu, S; Liu, A; Leonard, G; Pichel, WG			Ocean feature monitoring with wide swath synthetic aperture radar	JOHNS HOPKINS APL TECHNICAL DIGEST																Pichel, William/F-5619-2010	Pichel, William/0000-0001-6332-0149												0270-5214					JAN-MAR	2000	21	1					122	129										WOS:000085289300018						
J	Irish, JD; Lynch, JF; Traykovski, PA; Newhall, AE; Prada, K; Hay, AE				Irish, JD; Lynch, JF; Traykovski, PA; Newhall, AE; Prada, K; Hay, AE			A self-contained sector-scanning sonar for bottom roughness observations as part of sediment transport studies	JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY																													0739-0572					NOV	1999	16	11	2				1830	1841		10.1175/1520-0426(1999)016<1830:ASCSSS>2.0.CO;2								WOS:000083859600013						
J	Warnock, RE; Gieskes, WWC; van Laar, S				Warnock, RE; Gieskes, WWC; van Laar, S			Regional and seasonal differences in light absorption by yellow substance in the Southern Bight of the North Sea	JOURNAL OF SEA RESEARCH																													1385-1101					NOV	1999	42	3					169	178		10.1016/S1385-1101(99)00025-8								WOS:000083935800001						
J	Mustard, JF; Carney, MA; Sen, A				Mustard, JF; Carney, MA; Sen, A			The use of satellite data to quantify thermal effluent impacts	ESTUARINE COASTAL AND SHELF SCIENCE																													0272-7714					OCT	1999	49	4					509	524		10.1006/ecss.1999.0517								WOS:000083566700005						
J	Teggi, S; Bogliolo, MP; Buongiorno, MF; Pugnaghi, S; Sterni, A				Teggi, S; Bogliolo, MP; Buongiorno, MF; Pugnaghi, S; Sterni, A			Evaluation of SO2 emission from Mount Etna using diurnal and nocturnal multispectral IR and visible imaging spectrometer thermal IR remote sensing images and radiative transfer models	JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH																Teggi, Sergio/K-2836-2015	Teggi, Sergio/0000-0001-7375-0599												2169-9313	2169-9356				SEP 10	1999	104	B9					20069	20079		10.1029/1999JB900099								WOS:000082473500006						
J	Pease, PP; Bierly, GD; Tchakerian, VP; Tindale, NW				Pease, PP; Bierly, GD; Tchakerian, VP; Tindale, NW			Mineralogical characterization and transport pathways of dune sand using Landsat TM data, Wahiba Sand Sea, Sultanate of Oman	GEOMORPHOLOGY																													0169-555X					SEP	1999	29	3-4					235	249		10.1016/S0169-555X(99)00029-X								WOS:000082600100003						
J	Clemente-Colon, P; Yan, XH				Clemente-Colon, P; Yan, XH			Observations of East Coast upwelling conditions in Synthetic Aperture Radar imagery	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING					International Geoscience and Remote Sensing Symposium (IGARSS 98)	1998	SEATTLE, WASHINGTON	Int Geosci & Remote Sensing Soc								Clemente-Colon, Pablo/F-5581-2010													0196-2892					SEP	1999	37	5	1				2239	2248		10.1109/36.789620								WOS:000082627400012						
J	Everitt, JH; Escobar, DE; Yang, C; Lonard, RI; Judd, FW; Alaniz, MA; Cavazos, I; Davis, MR; Hockaday, DL				Everitt, JH; Escobar, DE; Yang, C; Lonard, RI; Judd, FW; Alaniz, MA; Cavazos, I; Davis, MR; Hockaday, DL			Distinguishing ecological parameters in a coastal area using a video system with visible/near-infrared/mid-infrared sensitivity	JOURNAL OF COASTAL RESEARCH																													0749-0208	1551-5036				FAL	1999	15	4					1145	1150										WOS:000083470300026						
J	Herut, B; Tibor, G; Yacobi, YZ; Kress, N				Herut, B; Tibor, G; Yacobi, YZ; Kress, N			Synoptic measurements of chlorophyll-a and suspended particulate matter in a transitional zone from polluted to clean seawater utilizing airborne remote sensing and ground measurements, Haifa Bay (SE Mediterranean)	MARINE POLLUTION BULLETIN																													0025-326X	1879-3363				SEP	1999	38	9					762	772		10.1016/S0025-326X(99)00038-7								WOS:000083318600014						
J	Lonard, RI; Judd, FW; Everitt, JH; Escobar, DE; Alaniz, MA; Cavazos, I; Davis, MR				Lonard, RI; Judd, FW; Everitt, JH; Escobar, DE; Alaniz, MA; Cavazos, I; Davis, MR			Vegetative change on South Padre Island, Texas, over twenty years and evaluation of multispectral videography in determining vegetative cover and species identity	SOUTHWESTERN NATURALIST																													0038-4909					SEP	1999	44	3					261	271										WOS:000082891200003						
J	Nagendra, H; Gadgil, M				Nagendra, H; Gadgil, M			Biodiversity assessment at multiple scales: Linking remotely sensed data with field information	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA																Nagendra, Harini/A-9103-2009	Nagendra, Harini/0000-0002-1585-0724												0027-8424					AUG 3	1999	96	16					9154	9158		10.1073/pnas.96.16.9154								WOS:000081835500069	10430911					
J	Monbaliu, J; Hargreaves, JC; Carretero, JC; Gerritsen, H; Flather, R				Monbaliu, J; Hargreaves, JC; Carretero, JC; Gerritsen, H; Flather, R			Wave modelling in the PROMISE project	COASTAL ENGINEERING																													0378-3839					AUG	1999	37	3-4					379	407		10.1016/S0378-3839(99)00035-6								WOS:000082359600011						
J	White, K; El Asmar, HM				White, K; El Asmar, HM			Monitoring changing position of coastlines using Thematic Mapper imagery, an example from the Nile Delta	GEOMORPHOLOGY					Symposium on New Techniques in Geomorphology	JAN, 1998	UNIV SURREY, GUILDFORD, ENGLAND		UNIV SURREY																				0169-555X					AUG	1999	29	1-2					93	105		10.1016/S0169-555X(99)00008-2								WOS:000082125600007						
J	Young, IR				Young, IR			Seasonal variability of the global ocean wind and wave climate	INTERNATIONAL JOURNAL OF CLIMATOLOGY																Young, Ian/E-7385-2011	Young, Ian/0000-0003-2233-9227												0899-8418					JUL	1999	19	9					931	950		10.1002/(SICI)1097-0088(199907)19:9<931::AID-JOC412>3.0.CO;2-O								WOS:000081454300001						
J	Sunar, F; Maktav, D; Lichtenegger, J				Sunar, F; Maktav, D; Lichtenegger, J			ERS data helps in monitoring protected areas - An ESA-supported pilot project on the Mediterranean Coast of Turkey (winner of the 1998 Henry Ford European Conservation Award)	ESA BULLETIN-EUROPEAN SPACE AGENCY																													0376-4265					JUN	1999		98					151	172										WOS:000081783100011						
J	Everitt, JH; Alaniz, MA; Escobar, DE; Lonard, RI; Judd, FW; Davis, MR				Everitt, JH; Alaniz, MA; Escobar, DE; Lonard, RI; Judd, FW; Davis, MR			Reflectance characteristics and film image relations among important plant species on South Padre Island, Texas	JOURNAL OF COASTAL RESEARCH																													0749-0208					SUM	1999	15	3					789	795										WOS:000081365000017						
J	Deuze, JL; Herman, M; Goloub, P; Tanre, D; Marchand, A				Deuze, JL; Herman, M; Goloub, P; Tanre, D; Marchand, A			Characterization of aerosols over ocean from POLDER/ADEOS-1	GEOPHYSICAL RESEARCH LETTERS																													0094-8276					MAY 15	1999	26	10					1421	1424		10.1029/1999GL900168								WOS:000080374500020						
J	El-Raey, M; Frihy, O; Nasr, SM; Dewidar, KH				El-Raey, M; Frihy, O; Nasr, SM; Dewidar, KH			Vulnerability assessment of sea level rise over Port Said Governorate, Egypt	ENVIRONMENTAL MONITORING AND ASSESSMENT																													0167-6369					MAY	1999	56	2					113	128		10.1023/A:1005946819600								WOS:000080258300001						
J	Nakajima, T; Higurashi, A; Aoki, K; Endoh, T; Fukushima, H; Toratani, N; Mitomi, Y; Mitchell, BG; Frouin, R				Nakajima, T; Higurashi, A; Aoki, K; Endoh, T; Fukushima, H; Toratani, N; Mitomi, Y; Mitchell, BG; Frouin, R			Early phase analysis of OCTS radiance data for aerosol remote sensing	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																Nakajima, Teruyuki/H-2370-2013	Nakajima, Teruyuki/0000-0002-9042-504X; Aoki, Kazuma/0000-0002-0476-357X												0196-2892					MAY	1999	37	3	2				1575	1585		10.1109/36.763268								WOS:000080352300011						
J	Galloway, J; Pazmany, A; Mead, J; McIntosh, RE; Leon, D; French, J; Haimov, S; Kelly, R; Vali, G				Galloway, J; Pazmany, A; Mead, J; McIntosh, RE; Leon, D; French, J; Haimov, S; Kelly, R; Vali, G			Coincident in situ and W-band radar measurements of drop size distribution in a marine stratus cloud and drizzle	JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY																													0739-0572					MAY	1999	16	5					504	517		10.1175/1520-0426(1999)016<0504:CISAWB>2.0.CO;2								WOS:000080224700002						
J	Subramaniam, A; Carpenter, EJ; Falkowski, PG				Subramaniam, A; Carpenter, EJ; Falkowski, PG			Bio-optical properties of the marine diazotrophic cyanobacteria Trichodesmium spp. II. A reflectance model for remote sensing	LIMNOLOGY AND OCEANOGRAPHY																	Subramaniam, Ajit/0000-0003-1316-5827												0024-3590					MAY	1999	44	3					618	627		10.4319/lo.1999.44.3.0618								WOS:000080326300013						
J	El-Raey, M; El-Din, SHS; Khafagy, AA; Zed, AIA				El-Raey, M; El-Din, SHS; Khafagy, AA; Zed, AIA			Remote sensing of beach erosion/accretion patterns along Damietta-Port Said shoreline, Egypt	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161					APR 15	1999	20	6					1087	1106		10.1080/014311699212867								WOS:000080119700004						
J	Tiren, SA; Askling, P; Wanstedt, S				Tiren, SA; Askling, P; Wanstedt, S			Geologic site characterization for deep nuclear waste disposal in fractured rock based on 3D data visualization	ENGINEERING GEOLOGY																													0013-7952					APR	1999	52	3-4					319	346		10.1016/S0013-7952(99)00014-9								WOS:000080106500013						
J	Dahdouh-Guebas, F; Coppejans, E; Van Speybroeck, D				Dahdouh-Guebas, F; Coppejans, E; Van Speybroeck, D			Remote sensing and zonation of seagrasses and algae along the Kenyan coast	HYDROBIOLOGIA																Dahdouh-Guebas, Farid/B-9154-2008													0018-8158					APR	1999	400						63	73		10.1023/A:1003755012331								WOS:000083171500006						
J	Higurashi, A; Nakajima, T				Higurashi, A; Nakajima, T			Development of a two-channel aerosol retrieval algorithm on a global scale using NOAA AVHRR	JOURNAL OF THE ATMOSPHERIC SCIENCES																Nakajima, Teruyuki/H-2370-2013	Nakajima, Teruyuki/0000-0002-9042-504X												0022-4928					APR 1	1999	56	7					924	941		10.1175/1520-0469(1999)056<0924:DOATCA>2.0.CO;2								WOS:000079274500002						
J	Sauvage, L; Chepfer, H; Trouillet, V; Flamant, PH; Brogniez, G; Pelon, J; Albers, F				Sauvage, L; Chepfer, H; Trouillet, V; Flamant, PH; Brogniez, G; Pelon, J; Albers, F			Remote sensing of cirrus radiative parameters during EUCREX'94. Case study of 17 April 1994. Part I: Observations	MONTHLY WEATHER REVIEW																													0027-0644					APR	1999	127	4					486	503		10.1175/1520-0493(1999)127<0486:RSOCRP>2.0.CO;2								WOS:000079571400004						
J	Fuelberg, HE; Newell, RE; Longmore, SP; Zhu, Y; Westberg, DJ; Browell, EV; Blake, DR; Gregory, GL; Sachse, GW				Fuelberg, HE; Newell, RE; Longmore, SP; Zhu, Y; Westberg, DJ; Browell, EV; Blake, DR; Gregory, GL; Sachse, GW			A meteorological overview of the Pacific Exploratory Mission (PEM) Tropics period	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																	Blake, Donald/0000-0002-8283-5014												2169-897X					MAR 20	1999	104	D5					5585	5622		10.1029/98JD01215								WOS:000079234800011						
J	Wang, YP; Zhang, RS; Gao, S				Wang, YP; Zhang, RS; Gao, S			Velocity variations in salt marsh creeks, Jiangsu, China	JOURNAL OF COASTAL RESEARCH																Wang, Ya Ping/M-5632-2013	Wang, Ya Ping/0000-0002-8771-465X												0749-0208					SPR	1999	15	2					471	477										WOS:000079567500016						
J	McManus, J; Anderson, JM; Duck, RW				McManus, J; Anderson, JM; Duck, RW			Remote sensing of coasts and estuaries	INTERNATIONAL JOURNAL OF REMOTE SENSING																Duck, Robert/E-5801-2012	Duck, Robert/0000-0002-8096-4699												0143-1161					FEB 15	1999	20	3					483	484		10.1080/014311699213271								WOS:000078973300001						
J	Hobbs, PV				Hobbs, PV			An overview of the University of Washington airborne measurements and results from the Tropospheric Aerosol Radiative Forcing Observational Experiment (TARFOX)	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																													2169-897X	2169-8996				JAN 27	1999	104	D2					2233	2238		10.1029/98JD02283								WOS:000078242200028						
J	Herzfeld, UC; Matassa, MS				Herzfeld, UC; Matassa, MS			An atlas of Antarctica north of 72.1 degrees S from GEOSAT radar altimeter data	INTERNATIONAL JOURNAL OF REMOTE SENSING					4th Circumpolar Symposium on Remote Sensing of the Polar Environments	APR 29-MAY 01, 1996	TECH UNIV DENMARK, LYNGBY, DENMARK		TECH UNIV DENMARK																				0143-1161	1366-5901				JAN 20	1999	20	2					241	258		10.1080/014311699213424								WOS:000078661900003						
